Sentence_ID,Sentence,Word_ID,Word,Surprisal value
1,"Aftercriticizingthestudents'instructor,thesupervisordecidedtocanceltheevent.",1,After,11.004205703735352
1,"Aftercriticizingthestudents'instructor,thesupervisordecidedtocanceltheevent.",2,criticizing,8.973610877990723
1,"Aftercriticizingthestudents'instructor,thesupervisordecidedtocanceltheevent.",3,the,6.029750347137451
1,"Aftercriticizingthestudents'instructor,thesupervisordecidedtocanceltheevent.",4,students',10.706326484680176
1,"Aftercriticizingthestudents'instructor,thesupervisordecidedtocanceltheevent.",5,instructor,6.388154983520508
1,"Aftercriticizingthestudents'instructor,thesupervisordecidedtocanceltheevent.",6,",",9.372137069702148
1,"Aftercriticizingthestudents'instructor,thesupervisordecidedtocanceltheevent.",7,the,6.43732213973999
1,"Aftercriticizingthestudents'instructor,thesupervisordecidedtocanceltheevent.",8,supervisor,8.253877639770508
1,"Aftercriticizingthestudents'instructor,thesupervisordecidedtocanceltheevent.",9,decided,13.455804824829102
1,"Aftercriticizingthestudents'instructor,thesupervisordecidedtocanceltheevent.",10,to,9.719335556030273
1,"Aftercriticizingthestudents'instructor,thesupervisordecidedtocanceltheevent.",11,cancel,9.253759384155273
1,"Aftercriticizingthestudents'instructor,thesupervisordecidedtocanceltheevent.",12,the,6.690907001495361
1,"Aftercriticizingthestudents'instructor,thesupervisordecidedtocanceltheevent.",13,event,7.266590595245361
1,"Aftercriticizingthestudents'instructor,thesupervisordecidedtocanceltheevent.",14,.,8.778130531311035
2,"Beforereportingthemanager,theemployeereviewedtheaudioevidence.",1,Before,11.340129852294922
2,"Beforereportingthemanager,theemployeereviewedtheaudioevidence.",2,reporting,12.578729629516602
2,"Beforereportingthemanager,theemployeereviewedtheaudioevidence.",3,the,6.6346893310546875
2,"Beforereportingthemanager,theemployeereviewedtheaudioevidence.",4,manager,7.868078708648682
2,"Beforereportingthemanager,theemployeereviewedtheaudioevidence.",5,",",8.962589263916016
2,"Beforereportingthemanager,theemployeereviewedtheaudioevidence.",6,the,7.161216735839844
2,"Beforereportingthemanager,theemployeereviewedtheaudioevidence.",7,employee,11.893948554992676
2,"Beforereportingthemanager,theemployeereviewedtheaudioevidence.",8,reviewed,11.282395362854004
2,"Beforereportingthemanager,theemployeereviewedtheaudioevidence.",9,the,7.23587703704834
2,"Beforereportingthemanager,theemployeereviewedtheaudioevidence.",10,audio,6.965725898742676
2,"Beforereportingthemanager,theemployeereviewedtheaudioevidence.",11,evidence,11.00143814086914
2,"Beforereportingthemanager,theemployeereviewedtheaudioevidence.",12,.,9.847779273986816
