Sentence_ID,Sentence,Word_ID,Word,Surprisal value
1,批评学生的教官之后那位督导打算取消这次活动,1,批评,6.281460285186768
1,批评学生的教官之后那位督导打算取消这次活动,2,学生,8.34268569946289
1,批评学生的教官之后那位督导打算取消这次活动,3,的,9.385058403015137
1,批评学生的教官之后那位督导打算取消这次活动,4,教官,18.847583770751953
1,批评学生的教官之后那位督导打算取消这次活动,5,之后,10.529598236083984
1,批评学生的教官之后那位督导打算取消这次活动,6,那位,10.476346969604492
1,批评学生的教官之后那位督导打算取消这次活动,7,督导,8.008390426635742
1,批评学生的教官之后那位督导打算取消这次活动,8,打算,9.50525951385498
2,举报主管的秘书之前那个员工反复确认了录音证据,1,举报,4.964056491851807
2,举报主管的秘书之前那个员工反复确认了录音证据,2,主管,7.484525680541992
2,举报主管的秘书之前那个员工反复确认了录音证据,3,的,7.548460483551025
2,举报主管的秘书之前那个员工反复确认了录音证据,4,秘书,6.900457382202148
2,举报主管的秘书之前那个员工反复确认了录音证据,5,之前,10.579511642456055
2,举报主管的秘书之前那个员工反复确认了录音证据,6,那个,8.70041275024414
2,举报主管的秘书之前那个员工反复确认了录音证据,7,员工,10.152068138122559
2,举报主管的秘书之前那个员工反复确认了录音证据,8,反复,7.691561698913574
3,陪伴考生的家长之外那位主任还会监督考场秩序,1,陪伴,6.60807991027832
3,陪伴考生的家长之外那位主任还会监督考场秩序,2,考生,7.467593193054199
3,陪伴考生的家长之外那位主任还会监督考场秩序,3,的,15.021493911743164
3,陪伴考生的家长之外那位主任还会监督考场秩序,4,家长,8.39348030090332
3,陪伴考生的家长之外那位主任还会监督考场秩序,5,之外,11.086112976074219
3,陪伴考生的家长之外那位主任还会监督考场秩序,6,那位,9.524068832397461
3,陪伴考生的家长之外那位主任还会监督考场秩序,7,主任,7.690966606140137
3,陪伴考生的家长之外那位主任还会监督考场秩序,8,还会,10.478653907775879
4,出卖雇主的副手之后那位助理立即公开了所有资料,1,出卖,8.933357238769531
4,出卖雇主的副手之后那位助理立即公开了所有资料,2,雇主,19.295955657958984
4,出卖雇主的副手之后那位助理立即公开了所有资料,3,的,7.946402072906494
4,出卖雇主的副手之后那位助理立即公开了所有资料,4,副手,18.585420608520508
4,出卖雇主的副手之后那位助理立即公开了所有资料,5,之后,11.530754089355469
4,出卖雇主的副手之后那位助理立即公开了所有资料,6,那位,10.722952842712402
4,出卖雇主的副手之后那位助理立即公开了所有资料,7,助理,7.779886722564697
4,出卖雇主的副手之后那位助理立即公开了所有资料,8,立即,9.630099296569824
5,虐待孩子的保姆之后那对夫妻最终受到了法律制裁,1,虐待,11.667661666870117
5,虐待孩子的保姆之后那对夫妻最终受到了法律制裁,2,孩子,8.873910903930664
5,虐待孩子的保姆之后那对夫妻最终受到了法律制裁,3,的,8.96313190460205
